-6.7286654,-80.6497588,Water areas
-7.0163223,-80.3501436,Water areas
-7.1360026,-80.2070285,Water areas
-7.1189036,-80.2117676,Water areas
-7.1033241,-80.2188259,Water areas
-7.0882285,-80.2281266,Water areas
-7.0709184,-80.2367991,Water areas
-7.0551796,-80.2457809,Water areas
-7.0398326,-80.2554271,Water areas
-7.0247545,-80.2654072,Water areas
-7.2165549,-80.1090018,Water areas
-7.4612664,-79.7698002,Water areas
-7.8146561,-79.6374233,Water areas
-7.8642705,-79.8181442,Water areas
-7.9094455,-79.7969713,Water areas
-7.9358905,-79.7857984,Water areas
-7.9645431,-79.7792551,Water areas
-8.0031477,-79.8142255,Water areas
-8.0052965,-79.8384746,Water areas
-8.0020549,-79.860175,Water areas
-7.9982781,-79.8747407,Water areas
-7.9943294,-79.8873373,Water areas
-7.9896685,-79.9002014,Water areas
-7.9835773,-79.9146369,Water areas
-7.9793572,-79.9249049,Water areas
-7.9701095,-79.9314836,Water areas
-7.8902203,-79.763562,Water areas
-7.89617,-79.7000902,Water areas
-7.9076416,-79.7118834,Water areas
-7.9224174,-79.7172034,Water areas
-7.9322324,-79.7168244,Water areas
-7.9843733,-79.7996508,Water areas
-7.9786773,-79.6762161,Water areas
-7.9740507,-79.6867953,Water areas
-7.9766016,-79.7159286,Water areas
-7.978578,-79.7382741,Water areas
-7.9804501,-79.7525162,Water areas
-7.9795872,-79.7645401,Water areas
-7.9725124,-79.7781146,Water areas
-7.96414,-79.7903477,Water areas
-7.9549546,-79.8048206,Water areas
-7.9467046,-79.8184121,Water areas
-7.9453906,-79.6634527,Water areas
-7.997127,-79.5611132,Water areas
-7.7084337,-79.7955282,Water areas
-7.7308136,-79.8028317,Water areas
-7.7237475,-79.8082505,Water areas
-7.7218854,-79.8029823,Water areas
-7.625627,-79.7207113,Water areas
-7.625905,-79.7199029,Water areas
-7.6191337,-79.7423803,Water areas
-7.6127518,-79.7542643,Water areas
-7.6054858,-79.7622022,Water areas
-7.5983152,-79.7717532,Water areas
-7.5909147,-79.7802152,Water areas
-7.5809929,-79.7870805,Water areas
-7.571728,-79.7945115,Water areas
-7.5665707,-79.8085399,Water areas
-7.4107684,-79.8442735,Water areas
-7.3080956,-79.9516624,Water areas
-7.2964384,-79.9685139,Water areas
-7.2862153,-79.9855095,Water areas
-7.1182186,-80.1091763,Water areas
-6.9300562,-80.1725305,Water areas
-7.18376,-79.9262051,Water areas
-7.4541476,-79.8452285,Water areas
-7.4372936,-79.8088904,Water areas
-7.419147,-79.8134139,Water areas
-7.4020297,-79.8192714,Water areas
-7.3850985,-79.8265287,Water areas
-7.3680043,-79.8314111,Water areas
-7.3516106,-79.8376787,Water areas
-7.3338687,-79.8445574,Water areas
-7.316592,-79.8515752,Water areas
-7.2883898,-79.8169802,Water areas
-7.2497632,-79.8071485,Water areas
-7.264439,-79.7680157,Water areas
-7.2508326,-79.7760899,Water areas
-7.2397366,-79.7802928,Water areas
-7.3096846,-79.7503201,Water areas
-7.2549659,-79.84615,Water areas
-7.246196,-79.8533616,Water areas
-7.2335353,-79.8607829,Water areas
-7.2211764,-79.8687184,Water areas
-7.2090654,-79.8775696,Water areas
-7.1979381,-79.8844554,Water areas
-7.1882454,-79.8930306,Water areas
-7.17817,-79.9019848,Water areas
-7.1675216,-79.9105851,Water areas
-7.157089,-79.9184073,Water areas
-7.2207201,-79.820642,Water areas
-7.3983645,-79.7746629,Water areas
-7.2801069,-79.9889245,Water areas
-7.2744936,-80.0012819,Water areas
-7.2686147,-80.0090375,Water areas
-7.2627936,-80.0235525,Water areas
-7.2580971,-80.0422959,Water areas
-7.2508587,-80.0578117,Water areas
-7.2412344,-80.0731259,Water areas
-7.2314793,-80.0849178,Water areas
-7.2221865,-80.0937527,Water areas
-7.2121087,-80.10155,Water areas
-7.2062759,-80.10928,Water areas
-7.1986137,-80.1157536,Water areas
-7.188296,-80.1206933,Water areas
-7.1774928,-80.1278692,Water areas
-7.0570334,-80.158674,Water areas
-7.0782672,-80.182882,Water areas
-7.0711936,-80.1984301,Water areas
-7.0602524,-80.2104465,Water areas
-7.0459368,-80.222371,Water areas
-7.042229,-80.218219,Water areas
-7.0326941,-80.2360473,Water areas
-7.0275641,-80.2552682,Water areas
-6.9786792,-80.1912496,Water areas
-6.9744464,-80.2124247,Water areas
-6.9714994,-80.2271014,Water areas
-6.9654996,-80.2408516,Water areas
-6.9596578,-80.2555302,Water areas
-6.9520442,-80.2715889,Water areas
-6.9415872,-80.2929075,Water areas
-6.9396093,-80.3098991,Water areas
-6.9279157,-80.3137699,Water areas
-6.8677733,-80.361361,Water areas
-6.8593985,-80.3694194,Water areas
-6.8547345,-80.3828311,Water areas
-6.883653,-80.410615,Water areas
-6.91186,-80.4246572,Water areas
-6.9014898,-80.4485913,Water areas
-6.8880756,-80.4664928,Water areas
-6.8466644,-80.4715477,Water areas
-6.8390975,-80.4856062,Water areas
-6.8323732,-80.497208,Water areas
-6.825862,-80.5053857,Water areas
-6.8197887,-80.5152592,Water areas
-6.8133685,-80.5236723,Water areas
-6.8092651,-80.5309226,Water areas
-6.8052495,-80.538557,Water areas
-6.8010088,-80.5386908,Water areas
-6.8617629,-80.4906323,Water areas
-6.8750963,-80.5013393,Water areas
-7.0261869,-80.3627336,Water areas
-7.0415639,-80.0205584,Water areas
-6.7852905,-80.2167016,Water areas
-6.7430115,-80.3295522,Water areas
-6.723693,-80.3778435,Water areas
-6.7399374,-80.4184945,Water areas
-6.7384264,-80.4212038,Water areas
-6.7353544,-80.423107,Water areas
-6.7321923,-80.4239403,Water areas
-6.7282837,-80.4243953,Water areas
-6.7242914,-80.4251073,Water areas
-6.7206454,-80.4266536,Water areas
-6.7181344,-80.4298045,Water areas
-6.7159435,-80.4039846,Water areas
-6.7321574,-80.7218591,Water areas
-6.4673273,-81.1295055,Water areas
-6.2302048,-81.7425594,Water areas
-6.0100324,-82.4140661,Water areas
-5.6888209,-82.9866607,Water areas
-5.3402811,-83.5140017,Water areas
-5.2688306,-83.668564,Water areas
-5.1634784,-83.84823,Water areas
-5.1486149,-83.8506862,Water areas
-5.1348769,-83.8559736,Water areas
-5.0891162,-83.9632324,Water areas
-4.8078066,-84.5083986,Water areas
-4.7972908,-84.5323456,Water areas
-4.7914658,-84.5396576,Water areas
-4.7833175,-84.5407153,Water areas
-999999,-999999,No data available
-4.3253054,-85.3776588,Water areas
-3.9469722,-85.9463099,Water areas
-3.7429018,-86.1944009,Water areas
-3.387762,-86.6354485,Water areas
-2.9256787,-87.1955219,Water areas
-2.4408176,-87.6376189,Water areas
-2.1455177,-88.1277048,Water areas
-1.823727,-88.8089991,Water areas
-1.7699662,-88.8885977,Water areas
-1.6087587,-89.1657522,Water areas
-1.491701,-89.3516742,Water areas
-1.4693483,-89.3554292,Water areas
-1.4435628,-89.3635837,Water areas
-1.4199404,-89.3654905,Water areas
-1.399454,-89.3652622,Water areas
-1.3406366,-89.4752189,Water areas
-1.3728879,-89.7401323,Water areas
-1.372845,-89.7400979,Water areas
-1.3728907,-89.7401147,Water areas
-1.3728916,-89.7401108,Water areas
-1.3729159,-89.7400706,Water areas
-1.3729036,-89.7401313,Water areas
-1.3728944,-89.7401389,Water areas
-1.3729136,-89.7401232,Water areas
-1.3729303,-89.7400974,Water areas
-1.3729101,-89.7401235,Water areas
-1.3729069,-89.7401493,Water areas
-1.3729059,-89.7401413,Water areas
-1.372893,-89.7401367,Water areas
-1.372896,-89.7401112,Water areas
-1.3728995,-89.7401163,Water areas
-1.3729062,-89.7401284,Water areas
-1.3728987,-89.7401313,Water areas
-1.3728926,-89.7401269,Water areas
-1.3728905,-89.7401268,Water areas
-1.3729041,-89.740097,Water areas
-1.3729309,-89.7400348,Water areas
-1.3729052,-89.7401222,Water areas
-1.3729058,-89.7401515,Water areas
-1.3729068,-89.7401228,Water areas
-1.3729125,-89.7401203,Water areas
-1.3729032,-89.7401187,Water areas
-1.3729034,-89.7401193,Water areas
-1.3728911,-89.7401259,Water areas
-1.3728923,-89.7401276,Water areas
-1.3729214,-89.7401236,Water areas
-1.3729062,-89.7401243,Water areas
-1.3729052,-89.7401277,Water areas
-1.3759489,-89.7483318,Water areas
-1.3741078,-89.9590742,Water areas
-1.3500921,-90.0826248,Water areas
-1.3274726,-90.1605881,Water areas
-1.3124519,-90.1719656,Water areas
-1.2485289,-90.1561118,Water areas
-1.1285789,-89.9412427,Water areas
-1.047305,-89.8778391,Water areas
-1.0382524,-89.9068509,Water areas
-1.0376693,-89.9228883,Water areas
-1.0347274,-89.9368508,Water areas
-1.0231295,-89.9480585,Water areas
-1.0029748,-89.9672598,Water areas
-1.0090975,-89.9700365,Water areas
-0.989454,-89.9804942,Water areas
-1.0111952,-89.8984053,Water areas
-1.0088205,-89.9247084,Water areas
-1.0233037,-89.9514082,Water areas
-1.1159868,-89.8955793,Water areas
-1.135457,-89.8324929,Water areas
-1.1737915,-89.8071076,Water areas
-1.2729428,-89.7843373,Water areas
-1.372892,-89.7401415,Water areas
-1.3729016,-89.7401308,Water areas
-1.3729172,-89.7401271,Water areas
-1.3729135,-89.7400985,Water areas
-1.3729018,-89.7401233,Water areas
-1.3729132,-89.7401424,Water areas
-1.3728899,-89.7401104,Water areas
-1.3728971,-89.7400899,Water areas
-1.3728935,-89.7401206,Water areas
-1.3728934,-89.74013,Water areas
-1.3729016,-89.7401398,Water areas
-1.3728938,-89.7401229,Water areas
-1.3729441,-89.740064,Water areas
-1.3728917,-89.7401241,Water areas
-1.3729132,-89.7401395,Water areas
-1.3729078,-89.7401197,Water areas
-1.3729117,-89.7401309,Water areas
-1.3729127,-89.7401271,Water areas
-1.3729113,-89.7401219,Water areas
-1.3729011,-89.7401134,Water areas
-1.3728926,-89.7401225,Water areas
-1.3728914,-89.7401186,Water areas
-1.3728959,-89.7401092,Water areas
-1.3728903,-89.7401034,Water areas
-1.3729125,-89.7401091,Water areas
-1.3729098,-89.7401356,Water areas
-1.3729064,-89.7401341,Water areas
-1.3728848,-89.7401202,Water areas
-1.3728903,-89.7401286,Water areas
-1.3729052,-89.7401204,Water areas
-1.372906,-89.7401192,Water areas
-1.3729111,-89.7401264,Water areas
-1.372901,-89.7401186,Water areas
-1.4002047,-89.7186902,Water areas
-1.4035783,-89.7210415,Water areas
-1.4015587,-89.7320392,Water areas
-1.3835732,-89.750703,Water areas
-1.3566673,-89.7688021,Water areas
-1.2774248,-89.9019783,Water areas
-1.2143911,-90.0225448,Water areas
-1.2003045,-90.0240509,Water areas
-1.0936486,-89.9932566,Water areas
-0.883683,-89.9079763,Water areas
-0.9074133,-89.8008168,Water areas
-0.9766543,-89.8452411,Water areas
-1.0354433,-89.8710656,Water areas
-1.0506998,-89.8305571,Water areas
-1.0686271,-89.8449601,Water areas
-1.1058462,-89.8565636,Water areas
-1.0775058,-89.8341496,Water areas
-1.0769612,-89.8435972,Water areas
-1.0804292,-89.8550881,Water areas
-1.1013007,-89.8688209,Water areas
-1.1062707,-89.8851885,Water areas
-1.1079051,-89.8925373,Water areas
-1.1049703,-89.8857114,Water areas
-1.1297298,-89.8597791,Water areas
-1.2704484,-89.779267,Water areas
-1.3729038,-89.7401307,Water areas
-1.3728949,-89.7401296,Water areas
-1.3729031,-89.740122,Water areas
-1.3728666,-89.7400682,Water areas
-1.3729161,-89.7401285,Water areas
-1.3729087,-89.7401193,Water areas
-1.3728953,-89.7401365,Water areas
-1.3729113,-89.7401182,Water areas
-1.3728958,-89.7401359,Water areas
-1.3728275,-89.740052,Water areas
-1.373311,-89.7399926,Water areas
-1.3807727,-89.7604671,Water areas
-1.4333718,-89.8504262,Water areas
-1.5055979,-90.0403734,Water areas
-1.5068457,-90.0649106,Water areas
-1.5911851,-90.3645865,Water areas
-1.7955849,-90.6305477,Water areas
-1.8262829,-90.676432,Water areas
-1.8824684,-90.6913193,Water areas
-1.8832643,-90.6898504,Water areas
-1.8662788,-90.7121903,Water areas
-1.8402514,-90.7504036,Water areas
-1.6722842,-90.5401483,Water areas
-1.4207335,-90.3474924,Water areas
-1.4175335,-90.3658808,Water areas
-1.4155466,-90.3858983,Water areas
-1.4101052,-90.4069853,Water areas
-1.4084046,-90.4263829,Water areas
-1.4070309,-90.4473273,Water areas
-1.4035813,-90.4700455,Water areas
-1.4004966,-90.4943137,Water areas
-1.4090955,-90.3453221,Water areas
-1.3892744,-90.05718,Water areas
-1.3279624,-89.8890477,Water areas
-1.3569084,-89.7845489,Water areas
-1.3627091,-89.7799049,Water areas
-1.3729166,-89.7401335,Water areas
-1.3728918,-89.7401428,Water areas
-1.3728851,-89.7401672,Water areas
-1.3729116,-89.7401343,Water areas
-1.3729147,-89.7401277,Water areas
-1.3729103,-89.7401379,Water areas
-1.3728979,-89.7401138,Water areas
-1.372881,-89.7401211,Water areas
-1.3728954,-89.7401251,Water areas
-1.3729207,-89.7401283,Water areas
-1.3729051,-89.7401312,Water areas
-1.3729007,-89.7401266,Water areas
-1.3729011,-89.7401326,Water areas
-1.3728857,-89.7401228,Water areas
-1.3728971,-89.7401227,Water areas
-1.3729009,-89.7401102,Water areas
-1.3728519,-89.740115,Water areas
-1.3729003,-89.7401453,Water areas
-1.3728945,-89.7401347,Water areas
-1.3729033,-89.7401395,Water areas
-1.3729234,-89.7401237,Water areas
-1.3729104,-89.740116,Water areas
-1.3729012,-89.740132,Water areas
-1.3728925,-89.7401254,Water areas
-1.3728917,-89.740121,Water areas
-1.372906,-89.7401192,Water areas
-1.3729051,-89.7401161,Water areas
-1.3729037,-89.7401264,Water areas
-1.3728989,-89.7401396,Water areas
-1.3835933,-89.7233408,Sparse vegetation areas
-1.4214735,-89.9626697,Water areas
-1.4904282,-90.4221181,Water areas
-1.5515803,-90.7664964,Water areas
-1.720419,-91.0001952,Water areas
-1.711617,-90.9779697,Water areas
-1.4720108,-90.9862188,Water areas
-1.4292298,-90.9251214,Water areas
-1.4324188,-90.9453089,Water areas
-1.4346891,-90.9653433,Water areas
-1.4379035,-90.9877549,Water areas
-1.4427548,-91.0125667,Water areas
-1.4472431,-91.0349419,Water areas
-1.4539501,-91.0559351,Water areas
-1.4211283,-91.1811476,Water areas
-1.2345577,-91.3551989,Water areas
-1.1595449,-90.9522797,Water areas
-1.0262212,-90.5667588,Water areas
-1.0808547,-90.329948,Water areas
-1.1342229,-90.1842974,Water areas
-1.1390642,-90.02405,Water areas
-1.1389206,-90.0115474,Water areas
-1.1641326,-89.894139,Water areas
-1.2206748,-89.8246217,Water areas
-1.2149173,-89.8369072,Water areas
-1.2114247,-89.8561506,Water areas
-1.2085389,-89.8788315,Water areas
-1.2052687,-89.9048892,Water areas
-1.2033965,-89.9243818,Water areas
-1.1999662,-89.9415011,Water areas
-1.199806,-89.8375342,Water areas
-1.3728948,-89.7401298,Water areas
-1.3728313,-89.7401337,Water areas
-1.3728908,-89.7401111,Water areas
-1.3728994,-89.7401213,Water areas
-1.3728983,-89.7401521,Water areas
-1.372898,-89.7401285,Water areas
-1.3729009,-89.7401324,Water areas
-1.3729044,-89.7401155,Water areas
-1.3729102,-89.7401105,Water areas
-1.3729015,-89.7401449,Water areas
-1.3728818,-89.7401084,Water areas
-1.3728655,-89.7400977,Water areas
-1.3728967,-89.7401032,Water areas
-1.3729117,-89.740123,Water areas
-1.3729006,-89.7401093,Water areas
-1.3728978,-89.7401314,Water areas
-1.3728923,-89.7401243,Water areas
-1.3728848,-89.740109,Water areas
-1.3728932,-89.7401154,Water areas
-1.372887,-89.7401164,Water areas
-1.3728725,-89.7401273,Water areas
-1.3728985,-89.7401529,Water areas
-1.3728981,-89.7401215,Water areas
-1.3729159,-89.740083,Water areas
-1.3728967,-89.740099,Water areas
-1.3728986,-89.7401111,Water areas
-1.3728831,-89.7401307,Water areas
-1.3728696,-89.7401039,Water areas
-1.3728881,-89.7401045,Water areas
-1.3728914,-89.7400702,Water areas
-1.3729114,-89.7401034,Water areas
-1.372909,-89.7401294,Water areas
-1.3728878,-89.7401187,Water areas
-1.372875,-89.7401063,Water areas
-1.3729024,-89.7400977,Water areas
-1.3728868,-89.7401069,Water areas
-1.3729019,-89.7401182,Water areas
-1.3728982,-89.7400925,Water areas
-1.3728857,-89.7400738,Water areas
-1.3729036,-89.7400921,Water areas
-1.3729076,-89.7401145,Water areas
-1.3728735,-89.7401179,Water areas
-1.3728692,-89.7401107,Water areas
-1.3728697,-89.7401092,Water areas
-1.3728857,-89.7400902,Water areas
-1.3728919,-89.7400755,Water areas
-1.3728941,-89.7400948,Water areas
-1.3728993,-89.7401253,Water areas
-1.3728657,-89.7401397,Water areas
-1.3728629,-89.7400912,Water areas
-1.372859,-89.7400933,Water areas
-1.3720159,-89.7553283,Water areas
-1.2315155,-89.8573017,Water areas
-1.1623418,-89.8443421,Water areas
-1.1145037,-89.8833562,Water areas
-1.1190251,-89.8902672,Water areas
-1.0995809,-89.9105667,Water areas
-1.0867924,-89.9234698,Water areas
-1.071341,-89.9371369,Water areas
-1.051381,-89.9525384,Water areas
-1.0289777,-89.9674627,Water areas
-1.0073338,-89.983378,Water areas
-0.9880321,-89.9943674,Water areas
-0.9344987,-89.8454284,Water areas
-0.9615746,-89.9587767,Water areas
-0.9246047,-89.9913593,Water areas
-0.9225887,-89.977635,Water areas
-0.9021114,-89.9818555,Water areas
-0.9702734,-89.9029002,Water areas
-1.1394297,-89.8462119,Water areas
-1.3585623,-89.7941039,Water areas
-1.3728612,-89.7400683,Water areas
-1.3728535,-89.7400731,Water areas
-1.3728693,-89.7400974,Water areas
-1.3728372,-89.7400734,Water areas
-1.3729361,-89.7401603,Water areas
-1.3729957,-89.740317,Water areas
-1.3728667,-89.740066,Water areas
-1.3728591,-89.7400643,Water areas
-1.3728512,-89.7400802,Water areas
-1.3728512,-89.7400982,Water areas
-1.3728575,-89.7400268,Water areas
-1.3728335,-89.7400725,Water areas
-1.3728472,-89.7400789,Water areas
-1.3728599,-89.7401304,Water areas
-1.3728435,-89.7400808,Water areas
-1.3728589,-89.7399872,Water areas
-1.3728456,-89.7400715,Water areas
-1.3729162,-89.740094,Water areas
-1.3728617,-89.7400657,Water areas
-1.3728355,-89.7400765,Water areas
-1.3728485,-89.7400717,Water areas
-1.3728447,-89.7400544,Water areas
-1.3728649,-89.7400377,Water areas
-1.3728621,-89.740096,Water areas
-1.3728594,-89.7400897,Water areas
-1.3728587,-89.7401098,Water areas
-1.3104373,-89.8314988,Water areas
-1.2205073,-89.8768083,Water areas
-1.0012552,-89.9095501,Water areas
-0.9366381,-89.9274018,Water areas
-0.8199662,-89.8745292,Water areas
-0.7902457,-89.8492961,Water areas
-0.7925356,-89.8312693,Water areas
-0.7876335,-89.9526069,Water areas
-0.8017762,-89.9707254,Water areas
-0.8142301,-89.9876856,Water areas
-0.8159331,-89.9970777,Water areas
-0.8034655,-90.0032641,Water areas
-0.7828895,-90.0110519,Water areas
-0.7662648,-90.0215851,Water areas
-0.7488739,-89.907108,Water areas
-0.7274182,-89.8728814,Water areas
-0.7259347,-89.9283573,Water areas
-0.7286676,-89.9256584,Water areas
-0.7479246,-89.9341737,Water areas
-0.7641209,-89.9235085,Water areas
-0.81161,-89.9677823,Water areas
-0.9796739,-89.8879868,Water areas
-1.1846802,-89.7994391,Water areas
-1.2195353,-89.8087473,Water areas
-1.2275377,-89.8388269,Water areas
-1.2381933,-89.8655889,Water areas
-1.2402207,-89.8879893,Water areas
-1.2391475,-89.9059706,Water areas
-1.2388361,-89.9222613,Water areas
-1.2401989,-89.9445301,Water areas
-1.2731578,-89.8881509,Water areas
-1.3727979,-89.7400263,Water areas
-1.3728257,-89.7399968,Water areas
-1.3730335,-89.7402103,Water areas
-1.3730398,-89.7402532,Water areas
-1.372994,-89.7401516,Water areas
-1.3729885,-89.7402191,Water areas
-1.3728458,-89.7399985,Water areas
-1.3728236,-89.7400168,Water areas
-1.3729264,-89.7397822,Water areas
-1.3729205,-89.7397901,Water areas
-1.3729178,-89.7397947,Water areas
-1.3729132,-89.739767,Water areas
-1.3729332,-89.7398071,Water areas
-1.3729152,-89.7397732,Water areas
-1.3729189,-89.739788,Water areas
-1.3729407,-89.7397238,Water areas
-1.373037,-89.740044,Water areas
-1.3884434,-89.7272596,Water areas
-1.3730122,-89.7400834,Water areas
-1.3729913,-89.7400238,Water areas
-1.3729982,-89.7400435,Water areas
-1.3730105,-89.7400494,Water areas
-1.3730126,-89.7400296,Water areas
-1.3730262,-89.7400474,Water areas
-1.3730083,-89.7400025,Water areas
-1.3729197,-89.7398076,Water areas
-1.3729592,-89.7398061,Water areas
-1.3729337,-89.7397716,Water areas
-1.3729602,-89.7397882,Water areas
-1.372909,-89.7398057,Water areas
-1.372933,-89.7397863,Water areas
-1.3729335,-89.7398014,Water areas
-1.390865,-89.8223223,Water areas
-1.4280297,-90.0025198,Water areas
-1.6459111,-90.3953247,Water areas
-1.7086165,-90.5183776,Water areas
-1.7479404,-90.5834548,Water areas
-1.7463227,-90.6031055,Water areas
-1.9298307,-90.6157987,Water areas
-2.0005695,-90.542729,Water areas
-1.9839298,-90.555288,Water areas
-1.9703771,-90.5690166,Water areas
-1.9631981,-90.5870391,Water areas
-1.9556391,-90.6061913,Water areas
-1.9491529,-90.6246775,Water areas
-1.9452508,-90.6460655,Water areas
-1.9427287,-90.6682345,Water areas
-1.957581,-90.7082607,Water areas
-2.1534079,-90.946885,Water areas
-2.3158882,-91.1144244,Water areas
-2.4434287,-91.2079209,Water areas
-2.4448404,-91.196947,Water areas
-2.4762275,-91.2108002,Water areas
-2.5391467,-91.2451826,Water areas
-2.5678788,-91.2380691,Water areas
-2.5646603,-91.2581424,Water areas
-2.5586233,-91.2758903,Water areas
-2.5520939,-91.294712,Water areas
-2.550087,-91.314766,Water areas
-2.5474453,-91.3296028,Water areas
-2.5475361,-91.3423345,Water areas
-2.5497662,-91.3564695,Water areas
-2.5555315,-91.3732007,Water areas
-2.5765216,-91.3057096,Water areas
-2.6528618,-91.0671959,Water areas
-2.7445362,-90.7340982,Water areas
-2.7464559,-90.6234594,Water areas
-2.611759,-90.3630084,Water areas
-2.6171055,-90.3415998,Water areas
-2.6757088,-90.4182109,Water areas
-2.8140104,-90.3693515,Water areas
-2.8303992,-90.3663215,Water areas
-2.8318416,-90.3914095,Water areas
-2.8328372,-90.4174853,Water areas
-2.8370009,-90.441902,Water areas
-2.8405183,-90.4642871,Water areas
-2.8453211,-90.4884183,Water areas
-2.8462683,-90.5049317,Water areas
-2.852108,-90.5196092,Water areas
-2.8564849,-90.5304325,Water areas
-2.8923426,-90.3651204,Water areas
-2.9820911,-90.2116005,Water areas
-2.9988579,-90.1976365,Water areas
-3.0730093,-90.2077164,Water areas
-3.1539087,-90.201105,Water areas
-3.1610161,-90.2058289,Water areas
-3.1677743,-90.2221639,Water areas
-3.1375814,-90.194415,Water areas
-3.1367188,-90.2058154,Water areas
-3.1409791,-90.2162736,Water areas
-3.1396229,-90.2233386,Water areas
-3.1394773,-90.2350412,Water areas
-3.1407661,-90.2460028,Water areas
-3.1383951,-90.2586125,Water areas
-3.1385859,-90.2724388,Water areas
-3.1421562,-90.2846568,Water areas
-3.1529332,-90.3267943,Water areas
-3.1693179,-90.351662,Water areas
-3.1640066,-90.4043442,Water areas
-3.1285232,-90.3875214,Water areas
-3.0997073,-90.3719234,Water areas
-2.9419648,-90.2543884,Water areas
-2.7127342,-90.0818803,Water areas
-2.1526221,-89.9409843,Water areas
-2.0190016,-89.9069975,Water areas
-2.0190108,-89.9259661,Water areas
-2.0216887,-89.9453646,Water areas
-2.0247489,-89.9631978,Water areas
-2.032242,-89.984333,Water areas
-2.0432978,-90.0026738,Water areas
-2.0541072,-90.0184421,Water areas
-2.0217287,-90.0219769,Water areas
-1.7030079,-90.1460771,Water areas
-1.4962384,-89.8542172,Water areas
-1.37294,-89.7400439,Water areas
-1.3729608,-89.740004,Water areas
-1.3729715,-89.7399834,Water areas
-1.3728849,-89.7402027,Water areas
-1.3729612,-89.7400418,Water areas
-1.3729985,-89.740043,Water areas
